マーズ・ブライテスト決勝戦	闪耀火星决赛
韓国野球委員会（ＫＢＯ）は１１日、賞罰委員会を開いて、去る９日大邱（テグ）で開かれた三星（サムスン）とＬＧ戦の途中、暴力沙汰を起こした李承鎏（イ・スンヨプ、２７、三星）とソ・スンファ（２４、ＬＧ）にそれぞれ２試合出場停止とともに、３００万ウォンの制裁金を課した。	11日，韩国棒球委员会（KBO）召开了赏罚委员会会议，对在大邱三星队与LG队的比赛过程中大打出手的李承烨（27岁，三星队）和徐成华（24岁）做出了处以停赛两场和300万韩元罚款的决定。
これは奏選手，痛くすぐったい	奏选手痒得要哭了
左腕投手のレスが７勝（２敗）、変化球投手のキーパーが６勝（４敗）を挙げてチーム全体勝利（２３勝）の５７％を２人の外人投手が勝ち取っている。	左手投手雷斯和变化球投手基波分别取得7胜（2负）和6胜（4负）的成绩，也就是说两名外援取得的胜利占球队所有胜利（23胜）的57%。
李鳳柱はこのそうそうたる選手たちとの競争を通じて２時間６分台に突入するという覚悟だ。	李凤柱的目标是，通过与上述选手之间的竞争，取得2小时6分左右的成绩。
韓国青少年野球代表チームが6年ぶりに世界の頂点に立った。	韩国青少年代表队仅用六年时间登上了世界的顶峰.
インターハイ出場への 最後の椅子を巡る戦いは	这场争夺高中联赛最后一个代表席位的龙争虎斗
韓国や日本など相対的にサッカーの弱い国では、Ｗ杯で自国民監督が好成績を出せないと、決まって「外国人監督起用論」が持ち上がる。	像韩国、日本等在国际足球处于弱势地位的国家，每当国家队成绩不理想的时候，都会有“洋教练”的说法浮出水面。
今年だけで１６ヵ国を回りながら大会に出場してきたワン・ジョンフンは、子供の時から「フィールドの遊牧民」と呼ばれた。	仅在今年就辗转16个国家参加比赛的王情训从小就被称为“球场上的游牧民”。
それでは，試合を再開します	那么，比赛再次开始
前の試合，白鳥沢があと５点です	我们前面那场比赛，白岛泽还差5分就能结束了
そんなんで，ゴール下の駆け引きに持ち込めるかよ	只凭这样你就想在篮下的争夺中获胜吗
おおー ついに 神奈川ナンバー1プレーヤー	哦 让神奈川县的第一球员
ソン博士は、「ハケットが五輪を控えて急激に減量したように見える。	宋博士分析：“哈克特可能是在奥运前夕进行突击减肥的。
シーズン１１試合（出場基準９試合）で５勝を挙げているパク・ミンジは、２００７年に申智愛（シン・ジエ、３３）が打ち立てたシーズン最多勝利（９勝）記録にも挑戦している。	朴民智在本赛季的11场大赛(以出战为准，9场)中收获了5场胜利，她正在挑战2007年申智爱(33岁)创下的巡回赛赛季最多胜(9胜)纪录。
向こうの監督の若さ	对方教练的不成熟
私がゴールポストを攻略する時、タイミングに合わせてくれるパスは最高」と話す。	我往球门奔跑时配合时机直传是最棒的。”
崔京周は、オーランドのベイヒルクラブ（パー７２）で行われた４ラウンドで、１アンダー７１打をマークし、通算５アンダー２８３打を記録した。	崔京周在奥兰多高尔夫球场（72杆）举行的第四轮比赛中，打出了低于标准杆1杆的71杆，以低于标准杆5杆的总成绩283杆结束了比赛。
大会史上初めて、米国籍の選手（７７人）より世界各国から駆けつけた海外派の選手（７９人）の方が多くなった中で、韓国国籍の選手は米国の次に多い３５人。	在该比赛历史上，来自各国的海外派选手数（79人）首次超过了美国籍选手（77名），其中韩国籍选手多达35人，继美国选手之后排在第2位。
プロ入り初試合だった１９８３年のＭＢＣ戦では完封勝利を、１９８８年のロッテとの開幕戦ではノーヒット・ノーランを記録した。	1988年对阵乐天的揭幕战上则达成了无安打无失分的壮举。
Ｗ杯と世界選手権でずっと上位圏に名前があがっている。	目前，崔勇直在世界杯和世界锦标赛中一直占据着上等席位。
黄圭衍は準決勝でプロ２年目の朴ヨンベ（現代重工業）を降ろし決勝へ進んだ。	黃圭衍在半决赛上打败了进军职业联赛已第2年的朴泳培（现代重工业），并闯入决赛。
１本目でマルティンス・ドゥクルス（３４＝ラトビア）はＩＢＳＦ解説者から「全くドゥクルスらしからぬ姿」だと酷評される中、コースの上と下で大きなミスをして５８秒３６でメダル圏から遠ざかった。	在第1轮比赛中，马丁斯•杜库尔斯(34岁，拉脱维亚)在解说员“完全不像杜库尔斯的样子”的苛评下，在赛道上下都犯下了重大失误，以58秒36的成绩落后。
集中して，試合には臨んだはずだ，	本来一开始是集中精神比赛的
柳賢振は、これを意識したのか、序盤からカッター（３６球）やチェンジアップ（２６球）、カーブ（１４球）などオフスピードボール中心の投球で打者を相手した。	柳贤振似乎也意识到了这一点，从比赛初期开始就以卡特球(36个)、变化球(26个)、曲线球(14个)等变速球(off-speed pitch，一种棒球中的变化球，当球离开投手的手时，会像快速直球的样子飞向本垒板，但在接近本垒板时又会往下坠且速度变慢)为主，面对了击球手。
そもそもあれはプレー中のことなんで	本来就是比赛中
新たに合流した選手たちは、一人前の仕事を全うした。	新入选国家队的球员各司其职。
韓国は始終８人以上がリードし、３人目の選手である金チョロン（２０）がデイリーベスト（賞金５０万円）の６アンダー６６打で勝利、同点（１５点）とした。	韩国队始终有8名以上选手遥遥领先，而且第三位选手金楚笼（20岁）击出“当日最佳分数”（奖金50万日元）低于标准杆6杆共66杆，获得胜利，并追平了比分（15分）。
やはり この回 得点を上げられたのは大きかった…	果然 能在这局得分太好了
車氏親子がブンデスリーガ第１００号のゴールをともに完成させたのも意義深い。	这粒入球另外一个重要意义是车范根和车斗里父子在德甲联赛联手打入了100球。
金トンジュはまた２０００年シドニー五輪の際、日本との予選リーグでは先制２打点の２塁打、３、４位決定戦では勝利を固める１打点の適時打を放ち、昨年の釜山（プサン）アジア大会・日本戦で９—０の快勝を収めた時も、本塁打を放って「日本の天敵」であることを証明した。	此外，金东柱在2000年悉尼奥运会与日本队进行的预选赛上击出了2分2垒打，在争夺3、4名的比赛中击出了决定性1分即时打，在去年釜山亚运会与日本队的比赛中以9比0大胜时也击出了本垒打，向世人证明了“我是日本队的克星”。
車俊煥が所属するマネージメント会社の関係者は、「今大会を控えて本人の足より５ｍｍ大き目のブーツに履き替えて大会をこなした。	车俊焕的经纪公司相关人士表示：“此次大赛之前，车俊焕用比脚大5毫米的长靴进行了比赛。
気を引き締めた世界ランキング２位の朴仁妃は同日、米テキサス州アービングのラスコリナスＣＣ（パー７１）で終わった第４ラウンドで、６打を減らし、合計１５アンダーパー、２６９打で、２年ぶりに再びこの大会のトップに復帰した。	世界排名第2位的朴仁妃定下心来，当天在美国德克萨斯州的拉斯科琳娜斯乡村俱乐部(71杆)结束的第4轮比赛中取得低于标准杆6杆的成绩，并以低于标准杆15杆即269杆的总成绩，时隔2年再次夺得该赛事的冠军。
陵南の６点リードで前半を終えた	在陵南领先六分的情况下，结束了上半场
——タイガー・ウッズとの対決で平常心を失わずに試合できた秘訣は？	― 能够以平常心对待与老虎伍兹的对决，有什么秘诀吗？
「記録の男」ウッズは、大会最少打タイの２１アンダーの２６７で、２位との差を５打差に広げて余裕のある優勝を挙げ、その間の心の負担を吹き飛ばした。	“记录英雄”伍兹击出平大赛记录的低于标准杆21杆共267杆的成绩，以5杆的优势轻松夺冠，扫出了心中的郁闷。
片岡はんが惚れ込むわけや	难怪片冈教练如此看重他
お前は気にしねでバッター勝負よ	你别在意与击球员决胜负吧
特に、国家代表の１次選考戦を諦め、豪州で体調を調整してきたアン・セヒョンは、３つの韓国新記録をマークし、大会最優秀選手（ＭＶＰ）に選ばれた。	特别是放弃国家代表第一次选拔战而在澳大利亚提升状态的安世炫，创造了3项韩国新纪录并夺得大赛最佳选手(MVP)。
こんなにダッシュしたのは烏養監督がいた時以来っす	自从乌养总教练走后，好久没这么冲刺过了
朴智星がプレミアリーグでも成功できる戦略を探ってみる。	下面了解一下能够让朴智星在英超赛场成功崛起的战略。
「死のロード」で２試合連続ゴールを決めるなど猛活躍した朴主永は、厳しいスケジュールにも関わらず、全く揺るぎない姿でユース代表の訓練キャンプに合流した。	朴周永在“死亡客场”比赛中以出色的表现连续2场比赛进球后，虽然刚完成紧张的赛程，但是丝毫没有松散的态度出现在了青少年代表队的训练基地。
荒れてんな 試合の次の日は いつも ああだな あいつは	那个家伙啊 每一次比赛完隔天都会这样子的
ファイナル進出が決まりました	成功杀进总决赛
角川とあの２メートル	角川和那个2米高的球员…
このような観点から見て、１５日、龍仁（ヨンイン）レイクサイドＣＣ南コースで開幕される第２５回新韓東海（シンハン・トンヘ）オープンゴルフ大会は、当たって割れるかもしれない栄養たっぷりの卵２個を一つのポケットに入れたような気がする。	但将于本月15日，于龙仁开幕的第25界新韩东海高尔夫公开赛上，犹如将两只碰到一起就会碎掉的营养蛋，放在了同一口袋中。
李監督は「８年前にフットサルを韓国に初めて紹介した時は、国際大会に出るため、サッカー選手をかろうじて集めたほど知られていなかった」と語る。	李宗准回顾说：“8年前，室内足球首次被引进韩国的时候，犹如勉强召集足球选手去参加国际比赛一样生疏。”
この前は，いなかったな，	上次比赛他不在啊
マンヤマ委員は試合直後、「どうして勘違いしたのか分からない。	曼亚马委员在比赛结束后表示：“我也不知道是怎么搞错的。
サッカー韓国代表の「ファーベーク号」が０７年初の国家代表間試合（Ａマッチ）で勝利した。	韩国足球国家队“维贝克号”在2007年的首场国家队间的比赛（A 级比赛）上赢得了胜利。
今年の最高目標に設定しているリオデジャネイロ五輪に自力で出場するためには、６月初めまで世界ランキングを６０位前後で維持しなければならない。	郑现若想凭借自己的力量出战作为今年最高目标的里约奥运会，那么截至6月初为止其世界排名必须维持在60位左右。
何と，２組の選手，ひとつのパンを分け与えた	什么，二班的选手竟将自己的面包分给了其他班级
チャンスを広げ ランナー２・３塁	后又扩大得分机会 目前二三垒有人
ヴィクトルがいない今　優勝するのは俺しかいない	现在维克托不在 获胜的只会是我
以下18名，試合に参戦する，	总计18人，前来参战
実業アイスホッケー最高の攻撃コンビ、漢拏（ハルラ）ウィニアの李ジョンフンー李ホジョンがチームを４回目の優勝に導いた。	职业冰球中的最佳进攻组合汉拿 winia队的“李钟勋、李虎钟搭档”已率队4夺桂冠。
その時点で残りの者が合格試験は終了じゃ	届时剩下的考生全部合格，比赛结束
朴大統領は、平昌（ピョンチャン）冬季五輪の分散開催の主張に対して、「３度目にして辛うじて誘致した大会であり、競技場の工事が進行している状況で分散開催は意味がない」とし、関係省庁が国際オリンピック委員会（ＩＯＣ）に明白な論理で対応するよう指示した。	对于分散举办平昌冬奥会的主张，朴总统表示：“这是失败3次后好不容易得到的机会，而且竞技场的建设工作也已经快要完成，在这样的情况下分散举办没有任何意义”，“相关部门应该用明确的逻辑说服国际奥组委(IOC)。”
オリンピックのゴールドはね，	奥运会的金牌啊，
昨年７月の光州（クァンジュ）世界水泳選手権で３ｍ飛板飛込み、１０ｍ高飛込決勝に進出し、いち早く五輪出場権を獲得したウ・ハラムは、長い目で五輪を準備している。	在去年7月的广州世界游泳锦标赛上，宇贺蓝成功晋级3米跳板、10米跳台决赛，早早获得奥运入场券，他正以长远的眼光备战奥运会。
お前はもっとゴール近くでボールをもらわないと駄目なんだよ	你只有在篮下出手，球才能够进篮
ゴールを決めるために準備した戦術を捨てて、リスクを甘受するようになり、再び失点の危機を迎えたりする」と説明した。	为了扳平比分而放弃赛前准备的战术并采取冒险性打法，将再次面临失球的危机。”
ダボは、ゴールを決めるごとにグラウンドで踊って見せたり、ピョンピョンと跳ね上がりながら観衆の爆笑を引き出している。	每当攻破对方大门时，多宝总是用跳舞或满场飞奔的形式庆祝进球。
グラウンドの中じゃ 選手はみんな対等なんだ	站在球场上的选手都是平等的
朴成華（パク・ソンファ）韓国監督は、「バーレーン遠征が最終予選の最大の危機だったが、ツキもあって良い結果を得た。	韩国教练朴胜和表示：“与巴林的比赛对我们来说是最大的危机，但是我们运气很好，结果也不错。
依然として体力の問題を抱えている孫興民だが、ゴールを決められたのは代表チームとは異なるトッテナムの戦術が背景にある。	体能问题依然困扰着孙兴慜，他之所以能够进球，是因为热刺队的战术与国家队完全不同。
チェ・フンチョル（３３）、キム・ヒョンギ（３１）、チェ・ソウ（３１）、カン・チルグ（３０、以上ハイワン）で構成された代表チームは、０６年トリノ五輪以後、８年ぶりに団体戦出場権を獲得した。	由崔兴哲(33岁)、金贤基(31岁)、崔瑞雨(31岁)、姜七久(30•以上high1)组成的代表队在2006年都灵冬季奥运会以后，时隔8年取得了团体赛的参赛权。
実業チームの蔚山現代尾浦（ウルサンヒョンデ・ミポ）造船は、朴ヒワンの決勝ゴールで、前回王者で今シーズンのＫリーグ前期優勝チーム、釜山（プサン）アイパークを２−１で下す波乱を起こした。	业余队蔚山现代Mipo造船队凭借朴熙完（音译）的制胜球，以2-1战胜了既是去年的冠军得主，也是今年K联赛前期联赛的冠军球队釜山爱肯斯(Icons)，掀起了旋风。
先週まで４週連続優勝を果たした後、故郷で休暇をとっているロレーナ・オチョア（メキシコ）。	奥查雅（墨西哥）到上周为止，连续获得四周冠军后，去家乡休假，曾败给索伦斯坦（瑞典）在延时赛中终于得到了冠军。
４年前、広州大会で獲得した金メダル７個が１次目標だ。	4年前广州亚运会时，韩国代表队曾取得7枚金牌，而7枚金牌也是韩国击剑队的首个目标。
経験もなく、欧州のビッグリーグで活躍する選手もいないキルギスタンが、中国（７６位）とのグループリーグ初戦で見せたプレーは、世界のサッカーファンを驚かせた。	虽然吉尔吉斯斯坦队既没有经验，也没有在欧洲顶级联赛效力的球员，但他们在与中国队(第76位)的小组赛首战中的表现却让世界球迷大跌眼镜。
崔京周（チェ・ギョンジュ）選手が９番ホールで長女のシンヨンちゃん（９）とパッティングをしている。	在大师赛前举办的竞赛中，崔京周在9号洞与女儿申英（9岁）推杆。
姚明も試合後半に出て１１得点、７リバウンド、５ブロッキングを記録してゴール下を守り、ポイントガードのマイク・ジェームズは１５得点、７アシストを記録して自分の役目を全うした。	姚明也在后半场得到11分，7个篮板球，５个拦球，起到中心选手的作用，麦克•詹姆斯得到15分，７个助攻。
俺はこのチームで甲子園に行きた…	我要和这支队伍一起去甲子园…
これまで「ポスト李承鎏」の候補として多くの選手が取り上げられた。	一直以来，作为“第二个李承烨”提到了众多选手。
無名選手を調教…３年内に実業最強のチームを作る	要带领一干无名队员在3年内打造成业余最强队
この大会で７試合に出場して、２６打数１４安打（０．５３０）に６試合連続本塁打を含めて９本の本塁打を放つ怪力を見せつけた金トンジュは最優秀選手（ＭＶＰ）に輝いた。	在此次锦标赛上，金东柱共参加7场比赛，击出26个有效击球，14个安打（0.53），而且包括6场比赛连续击出本垒打在内，共击出9个本垒打，当选为最佳选手（MVP）。
普段あまり褒めないことで有名な三星の金応竜（キム・ウンリョン）監督も、同試合が終った後、「クォン・ヒョクが本当に良く投げてくれた」と、親指を立てたほど。	平时不爱夸人的三星队教练金应龙在比赛结束后称赞说：“权赫投得太好了。”
チームはベスト８で脱落したものの、イム・テフンは鋭いストライクと切れのよい変化球で、プロ野球のスカウトの注目を受けた。	虽然球队在八强赛中被淘汰出局，但任泰勋凭借刁钻的直线球和让人眼花缭乱的变化球，受到职业棒球球探们的关注。
ほれは，何人くらいなんです？	凑一个球队要多少人啊
観客席で試合を見守っていたレーハーゲル監督は、韓国取材チームからの殺到する質問に対し、含みのある笑みだけを残し、ノーコメントのまま席を離れた。	一直在观众席观看比赛的雷哈格尔，在赛后面对韩国媒体的提问时未进行任何表态，只是留下了意味深长的微笑，随后便静静离场。
ここ３年間で優勝２回、準優勝１回。	近三年时间，他3次进入决赛并有2次夺冠，取得了优秀的成绩。
ちょっぴりくすぶってるけど，フィギュアスケート特別強化選手さ	虽然现在有点宅，却是个货真价实的花滑选手
代表引退のチャ・ドゥリ、オールスター戦ファン投票で１位	车杜里在K联赛全明星赛的球迷投票中位居第一
２ヵ月前、ボーイフレンドに連れられて初めて球場へ来てみたというチョ・ヒジン（２４）さんも、「野球がこんなに迫力あふれるゲームだとは知らなかった。	两个月前第一次与男友一起到现场观看比赛的曹熙珍（24岁）也说：“没想到棒球比赛这么紧张刺激。
どうせなら 最高の状態で勝負してえし…	既然要比赛 当然要以最佳状态上场…
パスを出し，得点に繋げた，	选择传球，让队友得分
先頭に１打差遅れた４位タイで３ラウンドを開始したイ・ミヒャンは、同日、３打を減らし、最終合計１１アンダーパー・２０５打で、ラウンドを終え、同打を記録したイ・イルヒや香妻と延長戦に突入した。	在第一回合落后1杆后，以共同第4名的成绩开始第三回合的李美香当天缩减了3杆，以11低于标准杆、205个击球的成绩结束比赛，与同样成绩的李日熙、小褄琴乃进入到了延长赛。
これは０２年当時ヒディンク監督も使った選手団統制法の一つ。	这是2002年韩日世界杯时担任主教练的希丁克曾使用过的控制选手的方法之一。
サッカーに例えれば、バックパスとサイドパスだけに依存した自殺ゴール直前のレベルだ」と皮肉った。	如果比喻成足球，就是依赖于直传和横传的乌龙球之前的水准。”
シニア舞台のデビュー戦に取り組んだ金ヒョンジョンの顔もあまり明るくなかった。	首次出席成人花样滑冰舞台的金贤贞的表演情况也并不乐观。
今日は　TGC本番ですから	今天就是TGC的正式比赛了
辛文善（シン・ムンソン）ＳＢＳ解説委員抜群のポジショニングと決定力において、朴主永が韓国最高のキラーであるということに異議を唱える人はいないだろう。	SBS电视台解说员辛文善=出色的位置感觉能力和进球能力上，朴周永是当之无愧的韩国最佳前锋，应该没有人会对此表示异议。
でも日向は余裕でここまで跳ぶだろ さっきの試合で見た	不过你随便一跳就能有这么高吧 刚刚比赛的时候我看到了
勝って当然，優勝以外はすべて失敗	胜利是理所应当，得不到冠军就是失败
どうせ　選手だって　うまいやつばっか集めてんだろ	反正 你们尽是招一些优秀的人做选手吧
また孫興民は、大韓サッカー協会とトッテナムとの話し合いを通じて、代表チームの１１月の国際Ａマッチには招集しないため、クラブの試合だけに集中することができる。	另外，孙兴慜根据大韩足球协会和托特纳姆热刺队之间的协议，将不会代表国家队参加11月的A级比赛，只集中于所属球队的比赛。
当時決勝でファン・オクシルは終始先頭を走り、北朝鮮に史上初の金メダルをもたらすかのように見えたが、最後の１周を残してコーナーでバランスを崩し、３位に入った。	在当时的决赛中，黄玉实一直在领跑，似乎有望拿下北韩历史上第一枚冬奥会金牌，但在最后一圈的拐角处失去平衡，一个踉跄被对手超越屈居第3位。
今回の五輪で譲れない対決を控えている両選手が同日、競技場で初めて顔を合わせた。	两名选手将在此次比赛展开一番角逐，她们当天在竞技场上碰了面。
な…なんで私が選手登録されてるの	为…为什么我会被登记成选手啊
フィギュアスケートグランプリファイナル　今夜世界一が決まる	花滑大奖赛总决赛 今晚将角逐世界第一的宝座
一方の李サンミンは、「我々の強みは大きい大会ので試合経験が豊かで、組織力が強いことだ」と話し、勝利を確信している。	李相旼则表示：“我们的优点是大赛经验较多，组织能力较强。”
それを差し引いても，ブロックもフロアもよく見えてるよね	但就算没有10号，小龙也把拦网球员和队员站位看得很清楚
赤木君のリーダーシップは すごかった	赤木的领导凝聚着整支球队的力量
翔陽と陵南の選手たちの息が，合ってきたわね，	陵南跟翔阳的选手，已经渐渐培养出默契来了
くっそ，どうすれば，この試合に出ることができる	可恶，到底要怎么样才能上场
韓国は２３日、大会３連覇を狙う世界最強の中国を相手に、０２年釜山（プサン）大会以降１２年ぶりの金メダル獲得に挑む。	9月23日韩国将迎战志在多得亚运会三连冠的世界最强中国队，挑战2002年釜山亚运会12年之后再次夺冠的梦想。
シューティング・ガードのピョン・ヨンハは２点シュートの成功率（２５％）より高い５５％の３点シュート成功率を記録し、危機の度に貴重なシュートを成功させチームを救った。	与二分球成功率（25%）相比，“投篮专家”边莲荷投出了高水平（55%）的三分球成功率。
韓国選手はこの点を把握して積極的に推し進める作戦を駆使すべきだ。	韩国选手应该了解到这一点，并展开积极进攻的作战方式。
１月行われた１軍とＢチームの評価戦でマイケル・オーウェンと一緒に１軍ツートップをやったが、Ｂチームだったハビエル・ポルティージョ（２２）に押されて１軍行きが挫折した。	虽然在1月举行的一线球队和B队的热身赛上，曾经和迈克尔·欧文一起站在了前锋线上，但是被B队出身的波尔蒂略（22岁）挤掉而没能进入一线队。
バスケ勝負の相手がよりによって	而现在的篮球比赛对手
決勝リーグでも 活躍してほしいけど	希望他在决赛的时候 也能够大展身手
わッ，私が優勝したら	如，如果我取得优胜的话
フリースロー，	投罚球，
大韓サッカー協会の関係者は、「現場で監督を務めていた金専務がオリンピック代表チームの監督という大役を辞退したのは、並大抵のことではない」と評価した。	大韩足协的有关高层人员评价道：“作为现场指挥者的金理事，能够果断放弃奥运会代表队主教的职位，是很了不起的决定。”
今大会で韓国と対決したある日本選手は、試合が終わった後、「まるで１人のように試合に溶け込む韓国選手の試合の様子が印象的だった」と話した。	在本届大会上与韩国选手进行过比赛的日本选手曾经表示：“韩国选手在比赛中就像是一体的，这令我感到非常震惊。”
朴ソンファ監督の韓国は９月８日、バーレーンとのアウェーゲームで１−０で勝利し、いったん「マチャラの呪い」からは脱した。	朴胜和教练帅领的韩国队，在9月8日与巴林的比赛中以1：0获胜，解除了“马卡拉的诅咒”。
10番はフリースローを打ってからでないと交代できない	要等他罚完球以后 才能换人
勝負よりも，友人帳の方が面白そうだ	比起这场比赛的胜负，友人帐更加有趣
コーチらの勝負操作の手口は大胆だった。	教练们进行胜负造假的手段更是大胆。
韓国女子バスケットボール連盟の金ドンウク専務は、「出場時間が短くて断定するのは難しいが、長身の高空バスケットボールは十分威力的だった」と評価した。	韩国女子篮球联盟专务金东旭（音译）评价说：“由于她上场时间较短，因此很难下定论，不过她的高空篮球非常有威胁。”
こうした状況の中、平昌五輪を成功させるために最も重要なのは、実際にロシア選手たちがどれだけ参加するかだ。	在这种情况下，为了在平昌冬奥会上取得成功，最重要的是，届时俄罗斯运动员到底会来多少。
オールスター戦を訪れた４万５１８６人とオールスター先発選手皆が、人生最後のオールスター戦のマウンドに立つサンドマン（眠りの精）を迎えた。	来观看全明星赛的4万5168名和全明星赛选拔赛全都站起来鼓掌，迎来了最后一次参加全明星赛的“睡仙（让对方睡觉的精灵）”。
わざわざ 試合しに来たかいはあったみてえだな	这样看来 也不枉我们特意来和他们比试一场
準決勝第２試合 薬師高校対 市大三高は	半决赛第二场比赛 药师高中对市大三高
スタメンから出るのは 初めてだ	第一次当先发球员
しかし、５番ホールの試合は崔京周がドロップした後、３打目を打った後まで続けられた。	但是5号洞的比赛，崔京周打了第3杆之后继续进行了比赛。
サンプトソンが１２勝目を飾って球団の外国人投手記録を更新したことは、これまでのハンファの外国人投手失敗の歴史を物語るものでもある。	桑普森取得12胜，刷新了球队的外籍投手记录，这一事实令人猜测到昔岁月里韩华队的“外籍投手残酷史”。
朴書記長は「ケ・スンヒが今回の大会で金メダルを獲得し、良い男性に出会えてお嫁に行ってほしい」と明るく笑った。	秘书长朴鹤永表示：“真希望桂顺姬在此次比赛上获得金牌，然后遇到一个好男人嫁出去。”
１７日、ソウル松坡区芳夷洞（ソンパク・バンイドン）のオリンピック公園フェンシング競技場で開かれた国民中心党の中央党創党大会で、共同代表最高委員に選出された沈大平（シム・デピョン）忠南（チュンナム）知事（左）と辛国煥（シン・ククファン）議員が手を上げて、代議員や党員たちの歓声に応えている。	17日，在首尔松坡区芳夷洞奥林匹克公园击剑竞技场举行的国民中心党中央党创党大会上，被评选为共同代表最高委员的忠南知事沈大平（左）和议员辛国焕携手共同举起，回应议员和党员们的欢呼。
前半のシュート数が１—８と言う絶対的な劣勢を見せた北朝鮮は、後半に入って多少活気を取り戻したが、１２分、李クムスクのシュートがクロスバーに当たって跳ね返される不運まで重なった。	在上半场比赛中，射门数以1比8处于明显劣势的北韩在下半场有所起色，但是下半场第12分钟李金淑的射门正中球门横梁。
韓国選手としては史上初めて４年連続で２勝以上をあげた朴仁妃は、「ゴルフというものは、１、２年目立っただけではだめだ。	作为历史上首次连续4年取得2胜以上的韩国球员，朴仁妃表示：“高尔夫运动仅凭一两年的闪亮表现是不行的，我为自己展现出一贯的面貌而感到自豪。
うえの３人がメジャー２勝に失敗すれば共同多勝（４勝）をマークしているウッズとデービッド・ラブ３世（米）は今大会で優勝しなくてもベスト選手を狙える。	如果上述3名选手未能夺得大赛2个冠军，则目前并列多胜（4胜）的伍兹和戴维斯·拉夫三世（美国）即使在本次比赛中未能夺冠，也有可能成为“今年最佳选手”。
だが，ここ一番で詰めの甘さが出るのは	但是，第一场比赛中你之所以被逼入绝境
洪監督は、Ａ代表のデビュー戦だった同日、「韓国型サッカー」で強いプレスと速い攻守転換を見せつけ、合格点を受けたが、決定力を高めなければならない課題も残した。	这是洪教练带领成人代表团的开场战役，在这一天虽展示了作为“韩国足球”的强势压迫以及迅速转换攻守，但也迎来了控球能力有待加强的作业。
今日の試合　降谷一人に任せてもいいのでは	今天的比赛 不如就交给降谷
キム・シウは４番と５番で連続バーディーを、１５番から１７番まで３連続バーディーを奪うなど絶頂の感覚を発揮した。	金时沅在4、5号洞连续抓下小鸟球，在15~17号洞又连续射落3支小鸟球，发挥出了绝佳的比赛感觉。
得点力に乏しく 圧倒的な勝利はない…	但因为得分能力不强 所以都没有大胜对手
スロースターターで初戦にピーク合わせない	比较慢热，第一场比赛不会有最佳状态
しかし、金ジュソン（東部）—ハ・スンジン（アナハイム）が守るゴール下に金ミンスまで加わることで、韓国の２００８年北京五輪の出場チケットの獲得の可能性はさらに高くなった。	在有金朱星（东部）－河胜镇（爱尼哈音）的基础上加上金民书，韩国获得２００８年北京奥运会入场卷的可能性将大大提高。
そんなふうに最後の戦いに挑めるだけで	或许，能以这种形式挑战最后一场比赛
ミケルソンに「後１勝だけできるとしたら、どの大会を選びたいか」と質問したら、その答えは決まっているだろう。	如果问米克尔森“只能夺冠一次的话，会选择哪个比赛？”
６回には優れた走塁プレーで中堅手前の２塁打を飛ばしたが、９回には四球に止まり、ついにホーム球場のファンの前でのホームランは炸裂しなかった。	6回是作为跑垒者的投了中坚手前的2垒打，但是在9回以四坏球上垒终究未能在主场球迷面前打出了本垒打。
でも，だんだん試合の雰囲気つかめてきたし	但是，我渐渐抓到了比赛的感觉
ピム・ファーベーク韓国サッカー代表チーム監督が、８日のガーナ戦と１１日のシリア戦を控え、「世代交代」の旗をあげた。	韩国国家足球队主教练皮姆·维贝克针对8日的韩国队-加纳队的比赛和11日的韩国队-叙利亚队的比赛，大胆进行“新老交替”。
オランダのサッカー専門誌「フットバルインターナショナル」は１４日付で、ボンフレール氏が「今アドフォカート監督が率いている韓国代表チームはすでに私が仕上げておいたチームだ。	荷兰足球专刊《voetbal international》14日刊报道说，邦弗雷雷表示：“现在阿德沃卡特主教练带领的韩国队是已经被我整顿好的队伍。
陵南対 海南大附属戦 前半 ９分１０秒	陵南对海南大附属的比赛 上半场九分十秒
ＫＬＰＧＡツアー前半で４勝を手にして、最多勝トップを走っているチェ・ヘジンは、９日から済州（チェジュ）オーラＣＣで開かれる後半最初の大会・三多水（サムダス）マスターズを心待ちにしてきた。	在KLPGA巡回赛上半赛季取得4胜，位居多胜榜榜首的崔惠珍，正在翘首以盼从9日开始在济州奥拉高尔夫乡村俱乐部举行的下半赛季首场大赛“三多水大师赛”。
韓国シリーズ９回の優勝に輝くヘテの金應龍（キム・ウンリョン）監督（現三星社長）が、万年準優勝チームの三星から「優勝請負」を受けた初年だった。	那一年是带领海泰队夺得9届韩国系列赛冠军的主教练金应龙（现三星总经理）接手万年亚军球队——三星队的邀请成为三星队主教练的第一年。
今日の試合は明日になれば完全に忘れてさらに頑張りたい」と話した。	一到明天就会完全忘记今天的比赛，今后将更加努力。”
負けたチームの選手に最高評点を与えるのは極めて異例のこと。	给输球球队的选手打出最高分是非常一反常态的事情。
今季の韓国女子プロゴルフ（ＫＬＰＧＡ）ツアー序盤に人気を集めているパク・ミンジ（２３＝ＮＨ投資証券）が、来月２日に開幕するマッコール、モナパークオープンで今季６勝目に挑む。	正在成为2021赛季韩国女子职业高尔夫(KLPGA)巡回赛初期(上半赛季)“大势”的朴民智(23岁•NH投资证券•照片)将在下月2日开幕的麦考尔•莫纳公园公开赛上挑战本赛季第6个冠军。
